c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15550,462,1317,-216,-17,1059,-3460,-5030,3317,-19,121,-2,4,1,0,13500,1003,49,152,13500,1559,1507,1624,1648,118,-243,118,-243,143,-151,255,-13,8,30,-1,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15603,585,647,244,235,906,-9746,828,1730,-2,66,0,9,2,0,13500,983,-27,152,13500,1530,1521,1652,1637,139,-160,137,-157,125,9,244,7,-13,-28,50,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15650,244,643,173,15,907,-5046,-86,2524,30,66,-2,10,2,0,13500,984,-39,152,13500,1554,1507,1641,1639,76,-224,75,-221,74,-112,244,-2,0,-1,9,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15703,319,609,-123,9,1000,-1323,-4542,4294,59,63,-2,17,2,0,13458,986,14,148,13458,1564,1523,1617,1637,47,-226,46,-222,126,-203,234,-8,-5,11,24,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15750,232,273,-79,-256,1114,202,-3870,4172,70,34,-2,18,2,0,13458,978,12,148,13458,1563,1525,1620,1634,-57,-344,-56,-336,29,-343,214,-2,7,-6,-11,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15803,635,-21,-117,109,1029,-3032,-819,3378,35,5,-2,18,1,0,13500,983,47,152,13500,1557,1527,1630,1634,29,-296,28,-291,43,-244,244,-5,-10,0,36,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15850,516,182,-135,-163,1090,-1995,462,3012,87,22,-2,26,1,0,13500,981,-2,152,13500,1554,1525,1633,1633,-4,-289,-4,-284,0,-218,255,-15,-1,28,9,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15903,634,-207,-176,49,1123,324,-2528,3500,101,-7,0,31,2,0,13543,983,-16,155,13543,1559,1533,1618,1639,-15,-291,-15,-286,28,-297,255,-1,-6,-8,21,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15950,594,-44,-247,-52,1182,3253,645,3378,105,3,-2,31,1,0,13458,1000,0,148,13458,1571,1518,1625,1634,42,-339,42,-339,-16,-327,255,-13,0,24,5,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16003,795,-69,123,108,925,2033,889,-100,94,0,-4,32,1,0,13500,993,0,152,13500,1533,1508,1652,1649,32,-259,32,-257,16,-294,234,-1,-3,-6,16,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16050,828,-526,190,84,946,1911,767,2341,91,-38,0,32,1,0,13500,996,-36,152,13500,1555,1523,1627,1639,43,-150,43,-149,19,-175,234,14,-4,-52,21,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16103,849,-359,243,59,932,4413,1378,1547,79,-24,-2,30,1,0,13543,995,-36,155,13543,1555,1508,1632,1643,-2,-276,-2,-275,-26,-353,204,6,-1,-30,14,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16150,1117,30,17,169,1038,2338,1072,1486,52,13,0,30,2,0,13500,968,-94,152,13500,1553,1514,1635,1640,-4,-77,-3,-74,-29,-126,214,-10,-8,17,38,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16203,1258,3,62,7,846,-286,-819,1364,29,10,0,27,2,0,13500,983,-106,152,13500,1541,1524,1633,1641,44,-388,43,-381,58,-383,244,-1,-4,-6,28,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16250,1354,-15,97,69,716,-164,1317,1791,66,9,-2,37,2,0,13500,967,-100,152,13500,1546,1527,1635,1636,-51,-227,-49,-220,-84,-212,234,0,-9,-11,40,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16303,1046,514,-81,-44,1180,-164,2904,1853,93,44,0,37,0,0,13543,975,-58,155,13543,1544,1530,1639,1627,-102,-299,-99,-292,-153,-296,255,-10,5,22,0,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16350,958,356,-92,-139,944,4840,-1429,1853,202,-10,0,57,-8,0,13500,972,-97,152,13500,1539,1538,1619,1648,-25,-395,-24,-384,-67,-447,255,-5,10,10,-13,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16403,1106,343,69,41,1004,8624,5040,1364,210,-15,0,61,-9,0,13543,985,-59,155,13543,1554,1519,1645,1630,27,-426,27,-419,-60,-576,244,0,6,-2,1,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16450,1508,265,-30,186,820,9540,4368,937,144,-22,-2,55,-9,0,13458,959,-77,148,13458,1549,1512,1644,1633,-11,-403,-10,-386,-67,-607,244,1,-5,-4,41,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16503,1868,278,-45,-22,1143,8014,4124,1486,116,-24,-2,55,-9,0,13500,972,-89,152,13500,1547,1524,1636,1635,-30,-413,-29,-401,-102,-552,224,5,5,-11,21,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16550,1870,655,-102,-31,1071,1849,5772,-527,105,8,-2,53,-9,0,13416,963,-73,143,13416,1522,1519,1659,1634,6,-362,6,-349,-84,-414,224,-5,10,21,12,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16603,1646,890,-119,150,1021,3742,5833,-893,62,63,0,41,-2,0,13500,959,-57,152,13500,1538,1501,1663,1635,-25,-345,-24,-331,-127,-411,204,-6,9,30,15,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16650,1462,629,34,60,1097,5206,2110,-405,57,44,0,37,-2,0,13500,960,-49,152,13500,1538,1507,1649,1645,68,-306,66,-294,17,-400,214,12,15,-18,3,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16703,1583,472,89,-30,832,3131,-1795,205,11,30,-2,30,-2,0,13543,949,-75,155,13543,1543,1507,1642,1644,115,-326,109,-309,146,-381,214,16,11,-29,17,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16750,1434,557,-98,15,1029,-347,3636,-39,24,48,-2,30,0,0,13500,947,-58,152,13500,1535,1516,1658,1635,26,-258,24,-244,-75,-264,255,4,12,6,14,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16803,1355,481,-97,57,743,2277,4063,-893,24,38,-2,28,0,0,13458,944,-102,148,13458,1536,1497,1660,1640,129,-162,122,-152,58,-201,234,6,10,2,19,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16850,1233,414,127,-31,1085,2704,-1429,-466,31,39,-2,27,0,0,13458,943,-37,148,13458,1532,1507,1652,1643,45,-183,43,-173,76,-237,224,10,18,-6,1,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16903,1088,451,-199,-102,1122,-1079,4552,-893,9,42,0,20,0,0,13500,941,-62,152,13500,1527,1512,1676,1625,70,74,66,70,-8,93,224,1,21,18,-7,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16950,1221,402,29,-13,884,446,2293,-161,-33,38,-2,14,0,0,13500,941,-75,152,13500,1542,1501,1656,1635,111,-155,104,-146,33,-168,244,8,10,2,23,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17003,1206,60,15,69,941,-774,-3687,2219,-35,8,0,13,0,0,13458,927,-127,148,13458,1554,1526,1626,1635,93,-82,87,-76,158,-69,234,17,8,-22,29,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17050,973,-159,53,-130,1066,-957,1561,1303,-46,-6,-2,7,1,0,13458,932,-126,148,13458,1555,1510,1642,1632,114,-148,106,-138,42,-67,234,26,17,-46,2,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17103,853,122,73,-62,926,-2056,4429,-649,-39,87,4,6,15,0,13458,916,-134,148,13458,1536,1509,1674,1619,210,-110,192,-101,133,-74,255,11,17,-3,-2,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17150,1055,76,12,190,918,-2544,-1673,-161,-64,209,0,5,40,0,13543,916,-118,155,13543,1546,1505,1674,1617,330,-44,302,-40,370,0,244,7,-2,6,51,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17203,737,-105,-24,-7,936,-7244,-12781,876,-39,228,0,4,47,0,13500,923,-133,152,13500,1530,1535,1641,1637,232,-33,215,-30,456,92,234,4,12,8,6,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17250,557,-608,50,-43,894,-6572,-15406,1303,-31,194,4,3,49,0,13500,900,-153,152,13500,1539,1536,1630,1640,293,-8,264,-7,479,67,224,7,8,-12,9,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17303,482,-1145,6,2,954,-1995,-11439,937,-31,140,0,2,48,0,13543,890,-165,155,13543,1559,1508,1644,1634,376,87,334,77,575,122,224,0,1,-6,24,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17350,373,-1701,-23,-24,997,-4924,-11805,-527,-15,60,-6,3,41,0,13500,885,-160,152,13500,1525,1516,1655,1643,227,-6,201,-5,481,83,244,0,4,-12,11,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17403,199,-2173,-183,-71,1185,-6878,-4237,449,-13,12,-2,0,40,0,13543,874,-157,155,13543,1531,1530,1658,1626,294,-53,257,-46,368,66,255,0,8,-20,-5,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17450,209,-1740,-92,-110,1254,-3704,-3626,571,-11,19,0,1,34,0,13543,863,-185,155,13543,1540,1524,1647,1635,333,-27,288,-23,319003,1306,-216,25,-21,1125,-2849,1072,-1809,-30,-8,0,16,2,0,13500,629,-156,152,13500,1511,1473,1688,1653,211,143,133,90,193,193,132,1,-9,-18,56,145,,,,,,,,,,,,,,,,,,,,,,,,,
19050,1055,-167,29,37,686,-3399,1072,-1992,-15,-7,-2,15,1,0,13500,628,-165,152,13500,1509,1470,1689,1657,29,227,18,143,67,306,122,-5,3,0,17,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19103,907,-296,-43,-71,1007,-2544,-2955,-2480,-9,-15,2,13,2,0,13500,623,-170,152,13500,1510,1463,1681,1669,76,244,47,152,127,289,112,-6,7,0,4,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19150,744,-432,119,-29,838,-1201,1072,-2541,-61,-27,0,0,2,0,13543,618,-166,155,13543,1518,1452,1694,1660,35,113,21,69,110,200,142,-1,4,-14,8,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19203,475,-307,-202,55,821,-4802,-3504,-2358,-34,-16,0,1,2,0,13500,610,-185,152,13500,1499,1472,1680,1671,147,163,89,99,208,247,122,-17,5,27,2,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19250,425,-266,-104,133,852,-3215,-1063,-2602,-26,-12,0,2,2,0,13543,591,-224,155,13543,1503,1464,1683,1674,-24,-18,-14,-11,-61,0,112,-14,-3,19,23,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19303,631,74,-155,8,670,-408,-880,-832,-51,20,0,0,2,0,13500,580,-236,152,13500,1516,1475,1679,1658,-24,-18,-14,-10,-61,0,0,-23,-4,42,26,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19350,737,236,-162,81,1055,-3826,-2283,-2968,-67,31,-2,0,2,0,14317,582,-174,228,14317,1521,1479,1706,1690,52,382,30,222,56,461,132,-28,-8,54,34,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19403,375,-72,184,-166,894,-2544,-9119,-1931,-36,4,-2,0,2,0,14756,575,-135,267,14756,1536,1507,1695,1713,-82,281,-47,161,0,292,0,-4,5,-14,-4,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19450,595,-220,-35,25,944,-3399,-1978,-2785,-51,-8,-2,0,2,0,14933,587,-99,284,14933,1531,1503,1718,1704,38,371,22,218,66,364,112,-13,-5,5,23,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19503,730,-23,-96,158,1091,-1690,-3077,-1992,-63,11,0,0,2,0,14933,570,-41,284,14933,1546,1499,1710,1703,38,371,21,211,66,364,0,-20,-8,23,31,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19550,473,-226,195,-22,1144,-1690,-1063,-3701,-37,-9,-2,0,2,0,14978,565,2,287,14978,1526,1487,1722,1711,38,371,21,209,66,364,0,-7,5,-11,-7,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19603,525,-90,-19,70,1217,-3093,6444,-3701,-49,-74,-2,0,-13,0,14978,586,89,287,14978,1530,1485,1736,1702,38,371,22,217,66,364,0,-18,-2,17,11,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19650,650,468,-28,-71,1218,324,12059,-3029,-60,-98,0,0,-27,0,14978,582,76,287,14978,1546,1477,1733,1698,38,371,22,216,66,364,0,-17,-12,24,37,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19703,619,791,155,-67,1065,-1567,14134,-4433,-57,-129,0,0,-39,0,14978,578,121,287,14978,1524,1477,1743,1705,38,371,22,214,66,364,0,0,0,-8,4,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19750,798,1506,-158,162,1003,-3643,9617,-1870,-69,-105,-4,0,-47,0,14933,604,179,284,14933,1539,1494,1727,1698,38,371,23,224,66,364,0,-20,-14,53,41,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19803,584,1434,72,52,1124,-5291,12547,-3090,-50,-115,0,0,-48,0,14933,602,176,284,14933,1537,1489,1734,1710,-315,213,-190,128,-534,305,132,3,-10,0,25,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19850,161,1877,-1,-32,905,-2544,15233,-3212,-14,-38,-2,0,-40,0,14933,616,247,284,14933,1529,1480,1747,1691,-268,215,-165,132,-497,311,142,0,2,17,-14,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19903,376,1925,50,41,1089,-530,1317,-2724,-32,56,0,0,-22,0,14978,605,182,287,14978,1539,1480,1726,1709,-268,215,-162,130,-497,311,0,8,-9,2,17,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19950,297,1534,-40,-31,1346,-4192,-4603,-1992,-26,85,0,0,-9,0,14978,622,220,287,14978,1528,1504,1722,1707,-268,215,-166,134,-497,311,0,3,-3,12,0,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20003,341,1108,45,25,926,-1506,-513,-1381,-33,82,-2,0,-2,0,14933,628,236,284,14933,1543,1491,1727,1697,-268,215,-168,135,-497,311,0,4,-11,7,19,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20050,620,905,97,73,700,1788,2659,-2968,-54,68,-2,0,-2,0,14978,631,233,287,14978,1545,1464,1741,1700,2,-200,1,-126,0,-173,112,12,-21,-11,45,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20103,511,694,112,-30,927,1788,4185,-3395,-44,57,0,0,0,0,14978,659,301,287,14978,1533,1471,1747,1699,2,-200,1,-132,0,-173,0,12,-8,-10,13,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20150,825,756,160,160,829,1544,157,-2602,-65,69,-2,1,0,0,14933,665,236,284,14933,1536,1473,1733,1705,-142,-59,-94,-39,-178,-118,0,14,-18,-14,40,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20203,723,503,46,73,955,-835,-6434,-1870,-56,47,-2,1,0,0,14978,677,301,287,14978,1537,1484,1716,1718,-6,0,-4,0,105,15,122,11,-7,-9,10,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250,784,384,0,-75,1207,-2666,-2100,-2480,-54,44,0,2,2,0,14579,698,324,251,14579,1523,1468,1731,1693,-6,0,-4,0,105,15,0,1,-8,12,12,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20303,636,-116,11,-73,1023,-1995,-1978,-2297,-41,-3,-2,2,1,0,13416,722,329,143,13416,1494,1429,1701,1677,-6,0,-4,0,105,15,0,12,-5,-19,2,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20350,516,155,-91,49,733,-5718,-3870,-466,-24,17,-2,4,0,0,13416,779,424,143,13416,1489,1465,1693,1664,-142,-12,-110,-9,-8,42,132,-10,-12,39,16,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403,252,-14,-192,6,1073,-3215,-5457,-161,5,5,0,5,1,0,13416,798,424,143,13416,1503,1455,1682,1671,-13,-73,-11,-58,33,-33,0,-5,-9,22,6,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20450,371,-586,139,110,931,-2483,-4237,266,-4,-47,-2,5,0,0,13458,816,403,148,13458,1506,1459,1676,1675,-13,-73,-11,-59,33,-33,0,18,-19,-46,31,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20503,310,-413,-175,-33,1193,-4985,-1124,998,7,-29,0,6,1,0,13416,832,405,143,13416,1495,1481,1677,1664,6,-207,5,-172,25,-120,122,0,-11,1,6,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20550,119,-299,10,45,1057,-1629,-2650,-649,31,-19,-2,8,1,0,13458,843,362,148,13458,1496,1453,1681,1679,-40,-274,-34,-231,-75,-176,173,-1,-9,5,-1,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20603,-67,146,-233,35,1077,873,-4725,205,58,19,-4,10,1,0,13416,871,372,143,13416,1506,1453,1678,1674,-107,-239,-93,-208,-25,-254,153,-20,-11,55,1,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20650,498,-804,61,-50,824,-591,-11011,510,8,-63,-2,10,1,0,13374,868,270,139,13374,1494,1469,1650,1696,-38,-260,-33,-225,67,-328,142,25,-28,-74,51,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20703,564,-1107,13,45,981,-1873,-6617,1059,41,-86,0,18,2,0,13416,901,270,143,13416,1489,1490,1666,1677,-149,-336,-134,-303,-33,-303,142,4,-15,-23,17,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20750,409,-798,-192,57,793,2460,1805,-832,82,-59,0,23,2,0,13374,892,250,139,13374,1496,1447,1693,1668,-38,-450,-34,-401,-98,-421,153,-13,-12,24,10,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20803,396,-202,21,-31,1254,11066,2843,-344,108,-14,0,28,0,0,13416,919,252,143,13416,1514,1437,1686,1672,-16,-344,-15,-316,-66,-537,183,-13,-3,28,-9,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20850,622,-384,-64,13,1332,5512,-1185,998,130,-33,4,37,0,0,13500,925,241,152,13500,1494,1489,1673,1670,-68,-354,-62,-328,-40,-532,204,0,-2,-10,-6,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20903,696,-404,136,2,1102,4901,3636,815,152,-105,-2,42,-13,0,13458,951,240,148,13458,1490,1482,1675,1673,30,-422,28,-401,-33,-508,173,7,0,-27,-5,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20950,920,-191,24,-125,889,8807,6993,1608,160,-86,-2,48,-13,0,13543,938,179,155,13543,1517,1472,1686,1655,-145,-522,-136,-490,-236,-632,132,3,0,-13,0,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21003,1475,26,174,119,834,10944,9617,510,119,-95,-4,49,-19,0,13458,942,146,148,13458,1519,1446,1687,1664,-172,-554,-162,-522,-339,-745,163,11,-9,-27,35,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21050,1728,527,-133,11,1124,8258,7786,1303,131,-23,0,56,-13,0,13500,949,166,152,13500,1511,1474,1695,1645,-250,-437,-237,-415,-326,-586,204,-3,-2,21,24,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21103,1754,747,78,145,944,8258,7481,815,133,26,0,57,-7,0,13841,967,191,184,13841,1514,1469,1695,1654,-48,-333,-46,-322,-179,-477,204,3,0,7,23,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21150,1848,1005,-66,76,866,6854,-147,2219,128,87,-71,57,0,0,13927,976,209,192,13927,1496,1465,1704,1690,-80,-492,-78,-480,-125,-644,183,1,0,16,30,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21203,1763,588,192,-5,959,7037,-2833,6491,135,47,-232,57,0,0,14056,979,169,204,14056,1456,1419,1727,1724,-66,-508,-64,-498,-16,-631,183,15,10,-23,5,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21250,1425,125,70,-114,849,3986,-6434,14365,154,10,-303,55,0,0,14013,996,190,199,14013,1471,1469,1700,1715,4,-491,4,-489,25,-581,173,14,24,-25,-26,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21303,1463,197,-157,53,1001,11859,1011,16867,155,13,-498,56,0,0,14056,994,187,204,14056,1433,1356,1769,1745,-118,-414,-117,-412,-136,-621,193,-1,16,18,1,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21350,1659,35,249,-38,638,4413,3331,27670,137,0,-592,56,0,0,13756,1007,208,175,13756,1419,1437,1730,1720,-17,-323,-17,-325,-122,-552,224,23,17,-45,3,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21403,1908,245,24,54,1014,11127,8824,31882,109,21,-613,55,0,0,13670,1031,242,168,13670,1498,1396,1742,1671,-27,-255,-28,-263,-181,-450,204,6,7,2,37,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21450,1215,28,-211,92,1306,2704,5833,32370,173,0,-630,55,0,0,13585,1038,221,159,13585,1434,1451,1729,1689,-107,-447,-111,-464,-216,-561,204,5,30,8,-24,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21503,1588,433,-133,11,1146,7037,-2406,37863,147,30,-611,57,-1,0,13670,1028,218,168,13670,1508,1485,1677,1669,-274,-333,-281,-342,-232,-456,214,0,15,27,22,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21550,1572,140,87,125,932,8258,-3443,37131,156,8,-567,58,0,0,13628,1044,192,163,13628,1530,1493,1668,1658,-231,-350,-241,-366,-163,-472,183,13,19,-15,17,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21603,1646,241,-292,-111,1305,8563,-697,34445,153,21,-341,59,0,0,14933,1059,211,284,14933,1630,1601,1649,1602,4,-268,5,-284,17,-418,163,-3,27,26,0,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21650,1819,8,-94,-1,1141,7037,-3565,23398,137,-2,-87,59,0,0,15337,1069,256,320,15337,1656,1645,1616,1601,203,-218,217,-233,251,-404,163,0,28,13,4,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21703,2236,-213,122,35,1128,7709,-5213,12351,28,16,-4,44,6,0,15382,1088,269,323,15382,1647,1586,1647,1635,121,-146,132,-159,212,-280,122,6,21,-5,28,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21750,2207,-348,130,67,983,3314,-1673,11618,20,-2,-4,42,5,0,15291,1097,319,316,15291,1631,1604,1653,1634,-32,-145,-35,-159,33,-208,193,10,24,-19,23,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
