c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21803,2221,-669,109,179,939,3619,-3931,11008,-26,-9,-2,33,9,0,15246,1125,366,311,15246,1638,1591,1641,1639,96,11,108,12,165,-52,142,16,13,-39,56,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21850,1997,-1074,38,-39,1100,-2849,-2528,8933,-6,-48,-2,33,9,0,15291,1156,474,316,15291,1607,1605,1658,1644,29,-259,34,-300,96,-269,193,7,26,-18,17,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21903,1756,-624,-231,86,1222,-957,1988,7773,-24,-43,0,25,2,0,15246,1170,547,311,15246,1620,1585,1669,1642,68,77,80,90,34,93,163,-10,23,30,24,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21950,1319,-367,-58,-82,1218,-286,706,7468,-17,-21,-2,19,2,0,15291,1209,587,316,15291,1616,1587,1663,1647,75,151,90,183,51,136,204,-5,38,17,-16,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22003,1626,-806,278,105,710,1605,-697,8444,-44,-59,-31,19,2,0,13670,1226,535,168,13670,1587,1531,1618,1626,17,164,20,201,29,136,163,26,18,-68,38,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22050,1573,-380,-84,-169,1240,-1262,1561,8994,-112,12,-27,4,9,0,13628,1255,565,163,13628,1592,1540,1630,1598,44,214,55,269,33,245,183,-5,26,16,14,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22103,1417,-167,-148,-199,1185,-8770,1256,6308,-221,-7,-8,-19,1,0,13543,1277,525,155,13543,1573,1540,1630,1612,72,144,93,184,51,297,163,-4,25,17,12,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22150,1360,-383,119,23,1031,-12249,-2100,7590,-258,-26,-6,-27,1,0,13585,1295,444,159,13585,1584,1552,1609,1613,5,268,7,347,0,472,193,11,14,-26,34,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22203,496,-42,120,-29,1121,-18901,5528,4904,-210,6,-2,-33,2,0,13543,1307,455,155,13543,1558,1547,1644,1602,70,361,92,473,-25,691,132,3,20,-3,2,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22250,-206,-72,-148,-96,1366,-15667,2171,6125,-146,0,-2,-32,1,0,13543,1315,399,155,13543,1574,1551,1619,1610,45,397,59,523,-25,691,142,2,17,1,-5,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22303,-445,-295,99,223,1068,-11211,1011,4904,-132,-15,-4,-34,2,0,13374,1335,343,139,13374,1567,1535,1628,1606,17,354,23,473,0,550,173,10,1,-21,25,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22350,-583,-233,-4,-96,1177,-14324,7542,4294,-123,-9,-6,-34,2,0,13374,1344,321,139,13374,1551,1544,1645,1595,-74,288,-100,387,-151,512,193,12,0,-22,22,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22403,-654,-41,89,47,1092,-7854,-1246,5393,-117,6,0,-34,2,0,12301,1376,317,36,12301,1553,1510,1582,1587,-108,296,-149,408,-86,433,163,11,-5,-17,23,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22450,-480,-253,-150,24,895,-14751,4002,2890,-129,-8,-4,-34,2,0,11467,1394,326,0,11467,1505,1519,1626,1574,-41,367,-57,511,-43,572,122,5,-12,-1,35,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22503,-384,-503,231,164,653,-10845,-1124,4782,-134,-33,-2,-33,2,0,11157,1422,275,0,11157,1516,1477,1557,1558,-30,410,-43,583,-10,599,153,20,-29,-41,70,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22550,-664,-373,-82,-58,910,-13042,96,4111,-113,-22,0,-34,2,0,11004,1417,201,0,11004,1488,1495,1556,1560,-14,488,-20,692,-84,691,153,7,-6,-6,0,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22603,-689,-107,-43,14,901,-11821,1317,3439,-100,1,-2,-32,2,0,10966,1441,139,0,10966,1489,1482,1581,1541,80,266,116,384,57,473,122,-5,-19,28,24,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22650,-640,-407,12,25,655,-8342,-269,3867,-94,-21,-4,-30,2,0,10928,1422,42,0,10928,1497,1479,1571,1544,-26,272,-36,387,0,420,122,7,-23,-6,28,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22703,-408,-812,241,159,613,-6267,1439,3195,-110,-60,-2,-29,2,0,11234,1440,-81,0,11234,1509,1481,1573,1564,-43,391,-63,563,-69,500,122,34,-33,-80,50,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22750,-407,-407,36,21,952,-9685,1988,3623,-104,-25,0,-27,2,0,11980,1413,-153,4,11980,1524,1514,1596,1566,8,459,11,648,0,640,163,0,-23,16,18,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22803,-354,-854,-43,24,493,-8281,-86,3439,-80,-67,-2,-22,1,0,11980,1420,-224,4,11980,1522,1511,1581,1582,-48,327,-69,464,-47,471,204,12,-27,-19,23,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22850,-61,-1034,152,-18,726,-4619,889,3195,-106,-79,-2,-22,2,0,12020,1410,-276,7,12020,1535,1495,1576,1589,86,277,121,391,-19,381,214,29,-34,-62,40,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22903,57,-653,-150,-39,853,-7793,6016,2951,-109,-50,0,-20,1,0,12382,1384,-342,44,12382,1527,1527,1611,1574,12,251,17,348,-92,387,193,3,-31,9,26,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22950,142,-269,111,108,982,-8953,4124,1486,-110,-16,-2,-19,1,0,13500,1370,-368,152,13500,1548,1543,1650,1604,-38,275,-52,376,-38,408,244,4,-39,11,44,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23003,32,-114,7,-46,1018,-6023,828,1853,-97,-3,0,-18,1,0,13458,1360,-354,148,13458,1560,1538,1630,1618,-60,287,-82,391,-75,392,224,13,-34,-10,25,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23050,58,-218,157,-114,953,-8037,2110,1425,-88,-8,0,-16,2,0,13585,1333,-444,159,13585,1546,1548,1638,1615,-78,182,-104,242,-111,326,214,19,-33,-26,17,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23103,-208,39,-49,-25,975,-6267,-819,1914,-58,13,-2,-15,2,0,13543,1317,-414,155,13543,1559,1543,1633,1616,-23,268,-31,353,-9,378,224,14,-31,-10,5,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23150,-193,-135,-89,-218,1246,-4192,2354,1547,-63,-1,0,-16,2,0,13543,1306,-363,155,13543,1566,1533,1638,1613,75,225,99,295,35,368,193,20,-33,-26,9,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23203,-65,-490,64,69,1079,-2971,157,1975,-60,-35,0,-13,1,0,13585,1304,-338,159,13585,1560,1547,1631,1614,-47,123,-61,161,-50,175,234,16,-35,-16,13,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23250,32,-253,-251,-98,1197,-3643,1500,1364,-62,-11,-2,-11,2,0,13543,1288,-315,155,13543,1554,1541,1634,1617,-60,-36,-78,-47,-134,28,234,2,-34,21,10,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23303,342,-699,332,146,759,-164,-3931,2158,-26,-130,0,0,-13,0,13543,1268,-304,155,13543,1569,1542,1607,1633,-26,-11,-33,-14,41,-8,244,34,-48,-66,45,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23350,-126,-663,-137,-33,843,10333,6383,2707,656,-201,-2,129,-28,0,13543,1241,-350,155,13543,1542,1575,1624,1611,327,-12,406,-15,210,-92,204,13,-11,-8,-50,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23403,904,-616,29,86,670,45429,10960,2707,542,-200,0,124,-29,0,13585,1220,-411,159,13585,1611,1506,1631,1600,172,-92,210,-112,-19,-885,234,26,-19,-36,0,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23450,3125,-258,229,248,685,36395,10411,1853,345,-106,-2,123,-16,0,13543,1198,-430,155,13543,1579,1529,1639,1603,148,-249,177,-299,-26,-919,193,28,-43,-34,100,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23503,4016,-15,208,97,741,19794,3941,2036,232,-11,0,116,-2,0,13543,1171,-449,155,13543,1563,1552,1627,1611,97,-183,113,-214,28,-528,224,32,-20,-39,62,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23550,3775,259,-43,-206,1136,17841,-758,3317,194,15,0,104,-1,0,14317,1149,-465,228,14317,1602,1568,1626,1630,184,-238,212,-273,144,-518,193,21,12,-6,-12,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23603,4232,119,-16,202,1106,16498,-3504,1364,77,3,-2,89,-1,0,14978,1156,-441,287,14978,1615,1560,1659,1649,177,-180,204,-208,238,-468,163,20,-5,-6,54,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23650,3851,381,-151,-74,1240,6305,-452,1059,44,50,-4,76,3,0,14756,1125,-372,267,14756,1584,1576,1667,1636,232,-161,261,-182,232,-310,183,4,16,34,3,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23703,3461,104,204,76,709,3619,-6312,2219,50,9,0,70,0,0,14933,1100,-362,284,14933,1601,1586,1636,1658,335,-96,368,-106,445,-159,224,29,9,-37,25,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23750,3037,35,-17,-77,1291,5084,-6190,1547,17,6,-2,56,0,0,14978,1084,-346,287,14978,1613,1567,1651,1653,349,-99,378,-107,442,-144,163,16,14,-723803,2757,-263,-236,0,1196,690,-4237,693,38,-22,0,55,0,0,14933,1059,-329,284,14933,4,13,11,-2,24,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850,2230,-427,-78,-36,1136,-1873,-3748,815,53,15,-4,49,10,0,14978,1043,-319,287,14978,1580,1590,1663,1650,356,42,372,44,436,8,183,9,17,2,7,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23903,2067,-889,-29,-67,1063,1727,-10584,1669,67,6,0,49,16,0,14933,1030,-341,284,14933,1600,1583,1633,1664,439,4,452,4,624,-25,234,10,19,-8,2,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23950,2175,-693,36,-14,1243,6305,-12415,2097,-74,197,-2,23,51,0,14844,1019,-263,276,14844,1624,1558,1642,1648,443,58,451,59,602,-10,142,2,10,6,31,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24003,2137,-969,-171,2,1241,934,-18885,693,-71,229,0,23,62,0,14756,995,-261,267,14756,1595,1569,1647,1654,498,82,495,82,827,66,183,-8,13,23,23,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24050,1835,-1444,50,57,899,-347,-18275,1547,-79,222,-2,16,69,0,14800,979,-241,271,14800,1602,1574,1647,1646,440,180,431,176,780,178,142,-5,18,-1,8,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24103,1798,-2374,227,124,753,-2239,-18397,1853,-76,145,0,16,70,0,14800,982,-197,271,14800,1606,1576,1626,1661,412,177,404,174,733,216,193,13,6,-68,40,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24150,1465,-2621,117,-223,1336,-3032,-10767,998,-61,57,-2,13,57,0,14756,983,-168,267,14756,1602,1566,1648,1648,426,137,419,134,671,246,193,-7,15,-23,13,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24203,853,-2445,-10,-216,1254,-5779,-2955,754,-1,-136,0,14,15,0,14800,964,-121,271,14800,1587,1581,1634,1662,402,247,388,238,454,348,214,-9,24,-23,-16,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24250,663,-2127,-32,24,713,-6145,6016,-405,-36,-178,0,4,1,0,14800,966,-60,271,14800,1584,1570,1661,1652,316,262,305,253,276,371,255,-7,12,-27,8,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24303,691,-941,-174,139,983,-6633,9434,571,-63,-75,0,0,1,0,14844,969,-44,276,14844,1594,1575,1658,1645,265,330,257,320,101,446,214,-21,-4,20,49,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24350,413,-517,-55,27,1209,-4436,1317,21,-133,-31,2,-19,2,0,14800,956,-51,271,14800,1600,1561,1643,1663,177,257,170,245,101,338,244,-9,7,-7,11,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24403,394,-347,-178,42,754,-7610,767,-344,-201,-23,-2,-33,1,0,14844,961,4,276,14844,1603,1553,1656,1661,217,317,208,305,204,450,234,-14,-1,9,28,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24450,143,-428,22,-38,884,-10296,2476,-527,-214,-26,-4,-40,2,0,14800,960,26,271,14800,1586,1563,1660,1657,284,370,273,355,269,547,244,-8,4,-7,7,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24503,-115,-238,-198,117,959,-13897,-1368,388,-255,-10,0,-53,2,0,14933,963,64,284,14933,1593,1578,1647,1662,183,369,176,355,206,612,244,-16,-8,16,29,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24550,-410,-391,-135,173,1168,-17559,-1978,-2053,-313,11,-4,-69,9,0,14933,958,68,284,14933,1574,1558,1671,1669,155,422,149,404,185,715,224,-11,-14,2,33,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24603,-876,-360,86,23,1070,-21404,4674,-3273,-181,80,-2,-51,22,0,14889,959,59,280,14889,1537,1578,1698,1655,81,315,78,302,0,689,244,-4,-19,-13,31,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24650,-1667,-112,-44,-71,1138,-15117,-1978,-3579,-11,105,0,-31,23,0,14933,959,92,284,14933,1551,1562,1675,1684,134,396,129,379,129,690,142,-9,-7,2,-17,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24703,-1683,-576,170,71,995,995,-1429,-3029,157,64,-2,2,23,0,14933,983,134,284,14933,1561,1556,1686,1669,68,264,67,259,93,246,214,-1,-15,-25,0,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24750,-1299,-710,97,-88,1119,8502,4674,-4250,116,46,0,0,21,0,14933,983,139,284,14933,1570,1529,1695,1675,133,134,131,132,59,25,224,3,-7,-36,-15,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24803,-339,-362,-93,151,914,6549,-147,-3212,102,108,0,14,27,0,14933,1015,190,284,14933,1564,1547,1683,1678,65,202,66,205,68,88,234,-13,-27,11,44,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24850,7,-417,120,-57,908,8807,-5030,-4433,163,134,-2,32,34,0,14933,1019,208,284,14933,1552,1538,1684,1694,168,157,171,160,193,25,224,-1,-7,-22,0,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24903,597,-504,90,16,871,9357,-7960,-3273,227,85,-2,55,25,0,14933,1030,266,284,14933,1553,1551,1679,1688,133,105,136,108,271,-58,214,-8,-10,-9,15,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24950,861,-946,83,-98,1298,16559,-6373,-4799,204,-58,2,55,4,0,13585,1027,223,159,13585,1528,1491,1650,1683,143,360,147,370,204,53,204,-8,4,-12,-12,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25003,1649,-1214,-36,51,830,13995,-1124,-3518,-67,-85,2,15,4,0,13585,1055,232,159,13585,1547,1479,1649,1666,-53,-7,-56,-8,-33,-252,204,-3,0,-29,17,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25050,2099,-1187,40,132,971,1178,401,-4738,-148,-89,2,6,2,0,13585,1065,219,159,13585,1513,1495,1659,1673,-30,158,-32,168,-47,124,224,-4,-5,-23,36,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25103,1561,-1018,74,-3,896,-5535,6260,-5471,-115,-74,2,4,2,0,13500,1086,248,152,13500,1509,1478,1679,1660,-35,184,-38,200,-144,281,214,-2,2,-27,9,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25150,1056,-579,-20,12,749,-1140,2415,-4738,-71,-40,2,4,2,0,13500,1106,290,152,13500,1528,1469,1670,1665,-154,126,-171,139,-126,211,224,-10,5,-1,-2,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25203,981,-604,-5,-73,859,-4619,-1734,-5349,-68,-42,0,3,2,0,13500,1127,316,152,13500,1496,1490,1675,1673,-39,45,-45,50,-9,125,214,-11,3,0,2,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25250,695,-906,-112,-106,969,-9197,1561,-4799,-50,-72,2,2,1,0,13543,1150,293,155,13543,1486,1505,1667,1673,-83,87,-96,101,-167,176,193,-13,2,4,0,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25303,238,-896,162,25,989,-4863,1500,-2785,-45,-71,2,-4,1,0,13543,1177,258,155,13543,1519,1496,1647,1671,-74,176,-88,207,-101,261,234,2,3,-33,-8,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25350,13,-720,59,-82,1055,-4802,462,-4067,-50,-41,-2,-9,4,0,13332,1185,281,136,13332,1505,1485,1669,1669,-89,291,-106,345,-57,380,234,-3,1,-17,-5,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25403,-94,-462,-56,49,847,-7061,1988,-4738,-40,-29,0,-9,2,0,13543,1206,290,155,13543,1496,1485,1674,1674,-73,126,-88,152,-108,249,234,-12,-5,8,9,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25450,-102,-484,-36,68,994,629,2659,-3762,-43,-31,-2,-10,2,0,13500,1212,240,152,13500,1522,1465,1675,1664,-47,128,-58,155,-16,166,255,-6,-4,-6,5,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25503,19,-733,68,-91,715,-2300,3636,-4006,-50,-53,0,-9,2,0,13543,1214,203,155,13543,1500,1487,1676,1668,-257,8,-312,10,-320,48,204,7,-5,-42,6,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25550,-290,-318,-172,-173,833,-4863,6566,-3273,-16,-17,-2,-8,2,0,13458,1237,232,148,13458,1498,1494,1674,1662,-262,145,-324,180,-462,209,234,-20,6,37,-28,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25603,-208,-86,137,27,1135,3070,1378,-2297,-20,0,0,-7,1,0,13585,1231,180,159,13585,1531,1477,1653,1676,-326,121,-402,149,-350,68,204,-6,-2,5,-5,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25650,316,191,-34,25,1136,1056,-330,-2968,-55,27,-2,-5,2,0,13543,1233,152,155,13543,1521,1473,1669,1669,-229,71,-282,88,-212,85,214,-9,-16,15,35,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25703,121,190,-160,97,1107,-3460,1561,-4433,-35,23,0,-4,1,0,13500,1245,141,152,13500,1498,1469,1682,1670,-131,71,-163,89,-158,132,214,-8,-6,12,5,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25750,18,-17,-43,8,1047,-530,3026,-2297,-22,8,-2,-4,2,0,13543,1258,130,155,13543,1519,1481,1680,1653,-185,89,-233,112,-116,77,214,0,-10,-11,15,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25803,-31,-178,-35,-124,1101,-2056,-208,-3701,-7,-8,0,-2,1,0,13500,1261,92,152,13500,1492,1485,1673,1675,-368,-18,-465,-23,-365,16,214,2,0,-17,-10,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25850,72,9,-21,-193,1136,-2117,1134,-2968,-16,14,-2,-2,2,0,13500,1266,100,152,13500,1506,1479,1670,1672,-273,22,-346,28,-360,75,244,-3,-2,2,-5,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25903,84,-159,43,149,932,79,-1063,-3212,-14,-6,0,-1,1,0,13500,1274,92,152,13500,1511,1468,1663,1682,-114,155,-146,198,-96,154,214,0,-10,-6,12,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25950,211,-303,-94,75,845,751,-3382,-3090,-18,-19,-4,0,1,0,13500,1274,106,152,13500,1511,1464,1666,1682,-218,67,-277,85,-171,103,193,-3,-14,0,23,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26003,160,-273,-100,-59,1211,-1567,3209,-4189,-20,-13,0,-1,2,0,13500,1273,99,152,13500,1498,1462,1691,1669,-183,100,-233,128,-239,128,234,-4,-13,2,20,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26050,334,-613,45,33,1074,-2483,-1063,-3762,-32,-39,0,0,2,0,13500,1281,67,152,13500,1494,1470,1675,1682,-193,59,-248,76,-133,57,255,3,-17,-22,30,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26103,112,-626,-281,12,865,-1506,889,-4006,-9,-47,0,0,1,0,13458,1292,50,148,13458,1493,1465,1687,1674,-218,23,-282,30,-234,50,244,-13,-6,22,-1,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26150,-277,-966,-201,34,1248,-2056,9984,-3945,20,-77,0,0,1,0,13500,1288,49,152,13500,1490,1466,1693,1669,-267,-129,-344,-167,-420,-67,244,3,-2,-19,-13,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26203,-145,-653,180,58,896,1544,5223,-2602,9,-46,2,0,2,0,13543,1283,-34,155,13543,1503,1476,1671,1678,-226250,-126,3,-41,-13,1098,-774,2843,-3457,11,10,-2,0,2,0,13458,1281,-11,148,13458,144,-33,-303,-42,244,-6,-4,17,-6,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26303,-89,10,249,-51,940,-652,2293,-3151,7,11,-2,0,2,0,13543,1275,-40,155,13543,1493,1467,1680,1683,-325,-69,-415,-88,-365,-57,255,10,-4,-22,-6,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26350,52,-10,-35,14,1101,-408,5589,-3701,2,-112,0,1,-22,0,13500,1287,-19,152,13500,1491,1458,1683,1684,-336,-61,-433,-79,-330,-29,234,8,-7,-13,2,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26403,-135,28,148,-1,598,2399,12608,-3823,106,-172,-2,18,-34,0,13543,1283,-46,155,13543,1477,1468,1697,1677,-251,41,-323,53,-471,0,204,15,-2,-27,-10,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26450,258,545,-95,50,1252,7404,13829,-2724,99,-158,-2,24,-41,0,13416,1278,-56,143,13416,1505,1449,1691,1668,-270,-223,-345,-285,-467,-284,234,7,-12,7,20,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26503,254,942,97,-59,916,7160,13707,-1870,65,-67,0,17,-30,0,13458,1272,-64,148,13458,1504,1463,1693,1654,-271,24,-345,31,-510,-100,224,16,1,-7,-10,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
