1676,73,132,-102,-114,1010,-427,-482,3652,-25,1,-2,-1,0,0,0,59,-109,-1600,0,1150,1150,1150,1175,0,0,0,0,0,0,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,-95,-39,153,45,973,304,677,-5563,16,12,0,0,0,0,0,83,8,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,223,-142,-85,35,916,-549,-482,5056,-12,-21,0,0,0,0,0,82,69,-1600,0,1150,1150,1158,1150,0,0,0,0,0,0,0,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,120,271,-61,-94,1091,60,616,-558,-15,18,-4,0,0,0,0,81,-21,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,97,-210,66,33,967,975,-238,662,-4,-4,-2,0,1,0,0,80,76,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,262,176,-189,24,1050,-1099,677,2981,-17,-6,0,0,0,0,0,47,-61,-1600,0,1150,1150,1150,1177,0,0,0,0,0,0,0,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,52,-201,212,-58,909,182,-2008,-4647,-11,9,-2,0,0,0,0,66,-27,-1600,0,1154,1169,1150,1150,0,0,0,0,0,0,0,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,152,-41,-117,47,936,243,-360,4934,-4,-16,0,0,0,0,0,94,70,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,-19,-57,77,-81,912,0,-54,-3244,-7,10,2,0,1,0,0,104,122,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126,-84,-216,34,76,997,182,6,540,15,-15,2,0,0,0,0,36,-125,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,95,78,-41,-58,1094,-733,1531,234,-14,2,2,0,0,0,0,68,27,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226,-235,-63,116,-64,1000,-855,-1031,-4098,14,6,-4,0,0,0,0,112,-13,-1600,0,1174,1150,1150,1150,0,0,0,0,0,0,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276,121,-34,-141,93,1094,609,-238,4995,5,-12,0,1,0,0,0,85,-24,-1600,0,1150,1150,1150,1150,0,0,0,0,0,0,0,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
