3650000,13,74,62,-70,973,-2261,-2269,236,-1,6,-4,0,0,326,3525,36,19,-295,3525,1258000,1293000,1256000,1294000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3703000,-14,199,-146,15,907,-4031,2918,3654,4,17,-6,40,0,357,4227,77,24,-172,4227,1312000,1372000,1303000,1225000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3750000,60,-22,80,-9,900,-4458,9632,1029,-8,4,-6,-39,79,395,5175,56,8,-19,5175,1338000,1365000,1392000,1275000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3803000,176,43,-23,70,714,-430,782,3715,-18,7,-6,-39,39,405,5440,65,-7,0,5440,1406000,1370000,1309000,1332000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3850000,-83,-117,-261,145,1899,1583,2735,175,3,-6,-6,-39,39,431,6161,32,27,0,6161,1388000,1368000,1410000,1356000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3903000,6,-1139,-192,320,1337,-4458,904,-7,-4,-95,-8,-39,39,461,7048,91,46,0,7048,1401000,1409000,1381000,1450000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3950000,-271,-1215,59,265,674,5917,10059,-618,16,-106,-6,-79,0,463,7110,70,98,0,7110,1421000,1379000,1473000,1364000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003000,423,-1612,90,142,491,-7632,-1170,-557,-40,-140,-4,-39,0,462,7079,57,-144,0,7079,1349000,1451000,1417000,1424000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4050000,603,-1764,-84,180,1437,607,-9959,6766,-56,-153,-8,-39,0,499,8258,33,-247,0,8258,1517000,1477000,1283000,1485000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4103000,-600,-1965,250,-505,558,2926,11219,2311,20,-168,-12,-359,39,530,9316,43,-146,0,9316,1501000,1479000,1501000,1436000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4150000,-1687,-2678,-112,665,1749,-979,-12767,-7393,140,-226,-29,-79,79,528,9246,69,16,0,9246,1359000,1435000,1456000,1631000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4203000,-1058,-2098,-119,308,1201,-2871,-6297,-68,81,-176,-29,-119,79,540,9671,57,30,0,9671,1443000,1497000,1462000,1551000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250000,-1515,-3100,-406,489,1718,363,-10203,-4646,118,-270,-52,-159,0,564,10550,71,-4,0,10550,1424000,1467000,1475000,1660000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4303000,-3075,-3788,99,-20,1196,-4519,-7396,-3181,264,-327,-58,-39,39,596,11781,51,55,0,11781,1450000,1523000,1534000,1658000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4350000,-2945,-3444,284,-613,-263,-2078,9754,-7942,257,-293,-52,0,79,616,12585,55,47,63,12585,1395000,1523000,1643000,1634000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4403000,-970,-3694,-43,503,1479,-5862,843,-7820,84,-322,-54,0,0,629,13122,46,-21,116,13122,1447000,1522000,1626000,1692000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
