[17:06:15:584] HHello Junta. Starting Potato Controller now␊
[17:06:18:459] imu.begin()-IMU comm & initialize completed ␊
[17:06:18:925] imu.dmpBegin() suceeded␊
[17:06:21:927] IMU SETUP COMPLETED␊
[17:06:22:929] Motor starting Now␊
[17:06:54:131] -0.403152 -0.378197 -27.174593 1100.000000 1100.000000 1100.000000 1100.000000 0.060976 -0.000000 0.060976 ␊
[17:06:54:331] -0.314329 -0.384163 -27.177237 1100.000000 1100.000000 1100.000000 1100.000000 0.182927 -0.060976 0.121951 ␊
[17:06:54:531] -0.203802 -0.337816 -27.174555 1100.000000 1100.000000 1100.000000 1100.000000 0.121951 0.121951 0.121951 ␊
[17:06:54:731] -0.036904 -0.329605 -27.170771 1100.000000 1100.000000 1100.000000 1100.000000 0.000000 -0.000000 0.060976 ␊
[17:06:54:931] 0.040063 -0.343309 -27.172155 1100.000000 1100.000000 1100.000000 1100.000000 -0.060976 0.243902 0.121951 ␊
[17:06:55:131] 0.049074 -0.485810 -27.171900 1100.000000 1100.000000 1100.000000 1100.000000 -0.060976 0.121951 -0.000000 ␊
[17:06:55:331] -0.111277 -0.423188 -27.173622 1100.000000 1100.000000 1100.000000 1100.000000 -0.060976 0.121951 0.060976 ␊
[17:06:55:531] -0.139065 -0.488998 -27.173117 1100.000000 1100.000000 1100.000000 1100.000000 0.182927 0.182927 -0.000000 ␊
[17:06:55:731] -0.398977 -0.554129 -27.173128 1100.000000 1100.000000 1100.000000 1100.000000 0.121951 -0.060976 0.365854 ␊
[17:06:55:931] -0.487046 -0.495957 -27.171856 1100.000000 1100.000000 1100.000000 1100.000000 0.060976 0.121951 0.121951 ␊
[17:06:56:131] -0.459012 -0.520487 -27.171560 1100.000000 1100.000000 1100.000000 1100.000000 -0.060976 0.121951 0.182927 ␊
[17:06:56:331] -0.379963 -0.624546 -27.168839 1100.000000 1100.000000 1100.000000 1100.000000 -0.243902 0.121951 0.060976 ␊
[17:06:56:531] -0.457011 -0.522994 -27.169828 1100.000000 1100.000000 1100.000000 1100.000000 -0.182927 0.121951 -0.060976 ␊
[17:06:56:731] -0.363784 -0.416006 -27.168291 1100.000000 1100.000000 1100.000000 1100.000000 -0.060976 -0.000000 -0.000000 ␊
[17:06:56:931] -0.343614 -0.390301 -27.166130 1100.000000 1100.000000 1100.000000 1100.000000 -0.060976 0.060976 -0.000000 ␊
[17:06:57:131] -0.242418 -0.358649 -27.155977 1100.000000 1100.000000 1100.000000 1100.000000 0.426829 0.609756 -0.548781 ␊
[17:06:57:331] -0.430432 -0.329934 -27.163334 1100.000000 1100.000000 1100.000000 1100.000000 -0.365854 0.182927 2.743902 ␊
[17:06:57:531] -0.378580 -0.413299 -27.161694 1100.000000 1100.000000 1100.000000 1100.000000 0.731707 0.975610 0.975610 ␊
