,,,,,,,,
19549000,-208,-209,-3,-1,1028,99,-394,3456
19601000,-161,-171,5,-3,1048,-1059,643,-1975
19649000,-142,-190,8,-1,1083,-327,399,-205
19701000,-185,-187,-2,-7,1011,343,-1248,710
19749000,-183,-145,-14,12,1008,221,216,-2280
19801000,-129,-111,-11,3,1069,-22,216,2602
19849000,-105,-107,-3,-14,1040,99,338,-3256
19901000,-67,-178,9,0,1062,-266,32,3151
19949000,-32,-121,17,22,1021,-83,-821,-1975
20001000,-53,-134,-5,-14,983,954,-1309,-510
20049000,-27,-127,6,0,1035,405,-455,1503
20101000,44,-99,15,2,1073,-205,-89,-2097
20149000,32,-120,-3,2,1024,-83,-943,2968
20201000,-59,-126,-12,-4,1028,160,-516,-2524
20249000,-78,-191,3,-13,1019,99,-150,1198
20301000,-56,-74,2,-2,1028,221,-577,-876
20349000,-104,-70,-20,3,998,-83,-28,-876
20401000,-381,-235,-58,-35,784,-2646,4366,6569
20449000,-223,-140,-11,-43,1181,-1731,4488,-5332
20501000,-346,-240,-83,-38,1035,-144,2047,5837
20549000,-388,-139,3,13,1002,99,338,-1914
20601000,-269,-139,50,-22,1121,649,-1737,-3501
20649000,-388,-42,-25,-31,1009,1320,-2286,6752
20701000,-319,45,11,-11,1027,-510,765,-5637
20749000,-126,51,-1,15,978,-1364,277,6386
20801000,-176,18,-12,-2,957,-937,-28,-5393
20849000,-109,-159,-13,-17,1029,771,277,1747
20901000,-204,-82,19,-14,996,649,-943,-266
20949000,-141,134,-10,0,1068,954,-394,-2707
21001000,-21,87,-8,0,979,-266,399,4982
21049000,-48,60,-6,-5,1018,-1792,948,-5881
21101000,-54,-64,-11,-7,1001,-266,-455,5898
21149000,-88,-61,-11,-9,1007,1259,32,-4538
21201000,-86,-80,14,-12,1057,466,-638,2480
21249000,-22,37,2,19,1002,-693,-455,466
21301000,-15,-97,-9,-1,1046,-571,277,-1181
21349000,-71,-186,-2,3,1010,-327,93,3823
21401000,-74,-171,8,-4,1060,1015,32,-5271
21449000,-93,-126,0,9,1019,771,-943,4799
21501000,-103,-47,-10,-10,979,-754,1375,-4294
21549000,-77,-52,18,-3,1062,-815,643,2175
21601000,-82,-139,5,2,1019,-266,-1309,222
21649000,-120,-200,-6,-4,1001,588,-516,-2951
21701000,-123,-186,5,1,1053,649,-1065,3456
21749000,-90,-136,3,2,1001,160,-272,-3928
21801000,-36,-115,3,1,973,-571,765,3579
21849000,-61,-187,2,-11,1014,-571,1131,-2585
21901000,-93,-207,-9,6,1016,282,-455,1564
21949000,-140,-113,-5,-6,987,588,-455,344
22001000,-146,-94,-5,-19,1037,160,338,-1792
22049000,-100,-89,3,0,1030,-571,154,3090
22101000,-102,-88,-11,-11,1026,-327,582,-3134
22149000,-96,-167,-6,-7,1015,160,-150,2724
22201000,-105,-146,5,0,1007,466,-516,-1975
22249000,-50,-83,5,1,1034,282,-455,283
22301000,17,-57,-3,9,1027,-449,216,-22
22349000,-8,-104,-5,-2,1038,-510,399,-1425
22401000,-53,-136,-8,-5,1016,99,-211,2419
22449000,-93,-102,4,0,1001,527,-272,-2585
22501000,-55,-87,1,4,1018,160,-211,2419
22549000,-56,-25,2,0,1017,-388,216,-1731
22601000,-41,-45,1,3,1014,-388,93,588
22649000,-103,-118,-10,-16,1001,-83,154,649
22701000,-126,-122,-12,-10,1015,466,-150,-876
